,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,WL
611,240,41,95,0.43200000000000005,17,40,0.425,4,4,1.0,8,35,43,27,5,3,13,17,103,-1
612,240,40,89,0.449,11,31,0.355,12,15,0.8,9,44,53,24,2,9,15,14,103,1
613,240,39,89,0.43799999999999994,11,32,0.344,14,20,0.7,12,35,47,26,6,7,16,21,103,-1
614,240,38,89,0.42700000000000005,16,37,0.43200000000000005,11,13,0.846,10,35,45,27,7,6,15,17,103,1
615,240,44,94,0.46799999999999997,10,27,0.37,5,6,0.833,9,48,57,28,5,8,12,20,103,1
616,240,35,78,0.449,7,22,0.318,26,41,0.634,10,29,39,22,6,5,13,23,103,-1
617,240,40,82,0.488,9,26,0.34600000000000003,14,14,1.0,8,34,42,29,10,10,13,14,103,1
618,240,41,92,0.446,9,28,0.321,12,22,0.545,10,22,32,28,10,3,14,19,103,-1
619,240,38,89,0.42700000000000005,2,12,0.16699999999999998,25,29,0.862,7,29,36,15,7,7,13,24,103,-1
620,240,38,80,0.475,12,36,0.33299999999999996,15,21,0.7140000000000001,3,36,39,20,8,7,13,19,103,1
621,240,32,74,0.43200000000000005,9,27,0.33299999999999996,30,36,0.833,7,33,40,20,7,5,18,26,103,-1
622,240,38,87,0.43700000000000006,13,30,0.433,14,20,0.7,15,29,44,20,4,4,21,18,103,-1
623,240,39,86,0.45299999999999996,9,30,0.3,16,23,0.696,9,35,44,23,5,3,14,24,103,-1
624,240,39,85,0.45899999999999996,11,21,0.524,14,24,0.583,4,37,41,23,11,2,12,18,103,1
625,240,40,89,0.449,10,25,0.4,13,18,0.722,11,28,39,30,5,5,13,20,103,1
626,240,35,89,0.39299999999999996,12,27,0.444,21,26,0.8079999999999999,12,31,43,19,9,1,14,25,103,-1
627,240,38,90,0.42200000000000004,8,32,0.25,19,28,0.679,10,36,46,19,7,3,8,18,103,-1
628,240,41,87,0.47100000000000003,9,27,0.33299999999999996,12,17,0.706,15,35,50,32,2,2,16,20,103,1
629,240,42,88,0.47700000000000004,9,27,0.33299999999999996,10,19,0.526,5,30,35,28,7,7,11,20,103,-1
630,240,40,93,0.43,9,38,0.237,14,21,0.667,7,32,39,17,15,2,11,23,103,-1
631,240,36,76,0.474,7,26,0.26899999999999996,24,29,0.828,8,28,36,24,11,2,17,22,103,-1
632,240,35,90,0.389,18,40,0.45,15,23,0.652,11,36,47,29,10,3,13,17,103,-1
633,240,38,88,0.43200000000000005,8,32,0.25,19,26,0.731,9,28,37,24,9,5,11,17,103,-1
634,240,43,89,0.483,3,17,0.17600000000000002,14,16,0.875,10,31,41,24,10,5,13,27,103,-1
635,240,38,85,0.447,15,39,0.385,12,14,0.857,9,28,37,26,13,15,16,17,103,-1
636,240,38,95,0.4,10,31,0.32299999999999995,17,18,0.9440000000000001,10,38,48,18,10,9,12,21,103,-1
637,240,38,84,0.452,7,29,0.24100000000000002,20,24,0.833,10,32,42,25,5,5,18,25,103,-1
638,240,40,87,0.46,11,41,0.268,12,12,1.0,7,34,41,28,11,5,17,21,103,-1
639,240,36,82,0.439,11,22,0.5,20,28,0.7140000000000001,13,29,42,22,11,7,14,16,103,1
640,240,36,74,0.486,8,22,0.364,23,30,0.767,3,41,44,22,5,2,16,20,103,1
641,240,34,86,0.395,10,39,0.256,25,34,0.735,9,37,46,20,9,4,16,25,103,-1
642,240,34,91,0.374,8,22,0.364,27,32,0.8440000000000001,14,42,56,17,4,5,10,21,103,1
643,240,37,87,0.425,10,34,0.294,19,31,0.613,10,38,48,20,10,11,14,21,103,1
644,240,35,82,0.42700000000000005,7,22,0.318,26,30,0.867,10,33,43,21,4,5,9,20,103,-1
645,240,42,89,0.47200000000000003,14,35,0.4,5,6,0.833,9,31,40,29,12,4,14,22,103,1
646,240,39,88,0.44299999999999995,7,26,0.26899999999999996,18,23,0.7829999999999999,9,27,36,18,8,8,18,17,103,-1
647,240,40,89,0.449,12,32,0.375,11,15,0.733,10,32,42,25,9,2,17,18,103,-1
648,240,37,79,0.46799999999999997,10,33,0.303,19,29,0.655,7,42,49,18,11,7,20,22,103,1
649,240,36,78,0.462,11,29,0.379,20,26,0.769,5,30,35,24,10,6,13,22,103,-1
650,240,38,104,0.365,12,44,0.273,15,19,0.789,22,29,51,21,5,4,10,18,103,-1
651,240,37,90,0.41100000000000003,11,37,0.297,18,20,0.9,13,37,50,21,13,1,20,15,103,1
652,240,40,92,0.435,16,42,0.381,7,8,0.875,12,30,42,26,2,1,12,16,103,-1
653,240,41,83,0.494,9,28,0.321,12,19,0.632,8,40,48,32,8,0,17,26,103,1
654,240,38,78,0.48700000000000004,10,26,0.385,17,18,0.9440000000000001,9,41,50,19,3,3,18,23,103,1
655,240,37,95,0.389,9,35,0.257,20,24,0.833,9,39,48,19,3,8,9,25,103,-1
656,240,41,89,0.461,8,24,0.33299999999999996,13,15,0.867,7,23,30,18,11,1,9,25,103,-1
657,240,39,86,0.45299999999999996,9,34,0.265,16,18,0.889,12,33,45,24,8,1,21,21,103,-1
658,240,33,82,0.402,9,25,0.36,28,33,0.848,11,36,47,21,8,2,15,26,103,1
659,240,39,92,0.424,6,24,0.25,19,22,0.8640000000000001,14,32,46,21,5,5,17,20,103,1
660,240,37,90,0.41100000000000003,11,37,0.297,19,22,0.8640000000000001,11,34,45,18,8,10,14,14,104,1
661,240,38,88,0.43200000000000005,10,31,0.32299999999999995,18,23,0.7829999999999999,8,36,44,23,5,3,7,13,104,1
662,240,38,79,0.48100000000000004,10,19,0.526,18,29,0.621,6,33,39,26,7,4,20,22,104,-1
663,240,44,81,0.5429999999999999,11,25,0.44,5,9,0.556,10,40,50,20,3,1,22,13,104,-1
664,240,37,89,0.41600000000000004,14,42,0.33299999999999996,16,23,0.696,15,40,55,27,5,5,15,19,104,1
665,240,37,78,0.474,11,41,0.268,19,23,0.826,5,26,31,18,7,3,11,16,104,-1
666,240,38,95,0.4,9,15,0.6,19,27,0.7040000000000001,25,26,51,21,7,3,12,21,104,-1
667,240,42,92,0.457,8,27,0.29600000000000004,12,21,0.5710000000000001,9,27,36,27,13,0,14,22,104,-1
668,240,43,105,0.41,10,39,0.256,8,13,0.615,14,37,51,28,11,0,17,12,104,-1
669,240,42,82,0.512,5,17,0.294,15,23,0.652,8,27,35,20,9,4,16,18,104,-1
670,240,35,82,0.42700000000000005,18,48,0.375,16,24,0.667,10,31,41,21,8,10,13,20,104,-1
671,240,36,92,0.391,13,43,0.302,19,24,0.792,11,36,47,21,8,2,14,18,104,-1
672,240,41,89,0.461,9,24,0.375,13,20,0.65,7,34,41,17,6,4,18,23,104,-1
673,240,41,85,0.48200000000000004,8,25,0.32,14,19,0.737,6,37,43,27,8,7,9,13,104,1
674,240,37,77,0.48100000000000004,8,28,0.28600000000000003,22,29,0.759,8,36,44,23,7,0,13,23,104,-1
675,240,38,87,0.43700000000000006,8,27,0.29600000000000004,20,28,0.7140000000000001,8,36,44,28,5,3,12,18,104,-1
676,240,40,99,0.40399999999999997,7,25,0.28,17,24,0.708,16,39,55,25,6,5,13,23,104,-1
677,240,34,84,0.405,10,41,0.244,26,33,0.7879999999999999,7,35,42,19,7,2,15,21,104,-1
678,240,37,86,0.43,11,29,0.379,19,24,0.792,8,39,47,15,9,8,23,22,104,-1
679,240,42,92,0.457,7,26,0.26899999999999996,13,20,0.65,10,36,46,21,8,9,10,17,104,-1
680,240,35,73,0.479,13,36,0.361,21,27,0.778,3,30,33,21,5,1,18,17,104,-1
681,240,38,91,0.418,6,27,0.222,22,30,0.733,15,39,54,22,5,4,17,31,104,-1
682,240,33,86,0.384,14,35,0.4,24,29,0.828,10,37,47,27,8,5,12,15,104,1
683,240,41,88,0.466,11,38,0.289,11,16,0.688,9,28,37,30,13,7,15,19,104,-1
684,240,39,103,0.379,13,34,0.382,13,16,0.813,16,32,48,20,10,5,17,20,104,-1
685,240,39,92,0.424,13,34,0.382,13,15,0.867,12,40,52,26,5,3,8,13,104,1
686,240,36,91,0.396,7,33,0.212,25,31,0.8059999999999999,13,35,48,21,5,8,15,19,104,-1
687,240,36,76,0.474,15,30,0.5,17,22,0.773,8,42,50,24,8,2,18,26,104,1
688,240,36,74,0.486,9,18,0.5,23,29,0.7929999999999999,6,32,38,25,7,5,17,19,104,-1
689,240,41,99,0.414,14,37,0.37799999999999995,8,12,0.667,12,37,49,27,8,5,11,21,104,1
690,240,30,70,0.429,12,34,0.353,32,45,0.711,8,34,42,21,7,5,20,17,104,1
691,240,37,80,0.46299999999999997,10,32,0.313,20,27,0.741,6,33,39,26,18,7,19,20,104,1
692,240,37,90,0.41100000000000003,8,24,0.33299999999999996,22,28,0.7859999999999999,17,35,52,19,8,6,20,28,104,-1
693,240,41,92,0.446,9,28,0.321,13,17,0.765,8,37,45,25,7,5,15,23,104,-1
694,240,43,83,0.518,12,29,0.414,6,12,0.5,6,29,35,28,10,6,12,17,104,-1
695,240,44,102,0.431,8,27,0.29600000000000004,8,16,0.5,14,39,53,27,8,6,13,24,104,-1
696,240,39,88,0.44299999999999995,14,35,0.4,12,15,0.8,10,35,45,25,3,2,16,20,104,-1
697,240,39,94,0.415,9,33,0.273,17,23,0.7390000000000001,12,32,44,19,11,4,14,25,104,-1
698,240,38,75,0.507,13,25,0.52,15,22,0.682,6,38,44,18,7,4,26,22,104,-1
699,240,38,87,0.43700000000000006,10,25,0.4,18,21,0.857,13,31,44,20,1,4,14,17,104,-1
700,240,36,87,0.414,15,39,0.385,17,20,0.85,9,36,45,22,6,7,13,13,104,1
701,240,39,83,0.47,8,26,0.308,18,30,0.6,9,31,40,22,8,2,13,18,104,-1
702,240,39,86,0.45299999999999996,15,47,0.319,11,13,0.846,10,26,36,20,5,3,12,19,104,-1
703,240,40,98,0.408,12,33,0.364,12,15,0.8,13,27,40,27,7,1,10,15,104,-1
704,240,42,86,0.488,7,24,0.292,13,23,0.565,11,39,50,25,8,11,18,23,104,1
705,240,41,95,0.43200000000000005,13,39,0.33299999999999996,9,16,0.563,12,26,38,26,12,2,16,22,104,-1
706,240,41,92,0.446,10,30,0.33299999999999996,12,18,0.667,12,33,45,20,8,6,9,17,104,-1
707,240,37,79,0.46799999999999997,10,26,0.385,20,31,0.645,5,37,42,22,9,10,18,17,104,-1
708,240,38,90,0.42200000000000004,5,25,0.2,23,34,0.6759999999999999,11,37,48,15,9,5,4,13,104,1
709,240,41,86,0.47700000000000004,10,28,0.35700000000000004,12,13,0.9229999999999999,9,33,42,19,8,3,18,21,104,-1
710,240,43,94,0.457,6,31,0.19399999999999998,12,14,0.857,11,35,46,24,8,5,14,21,104,-1
711,240,39,81,0.48100000000000004,8,25,0.32,18,21,0.857,4,36,40,21,4,7,9,25,104,1
712,240,38,88,0.43200000000000005,8,31,0.258,20,26,0.769,13,40,53,17,6,4,12,21,104,1
713,240,40,88,0.455,11,36,0.306,13,22,0.591,13,38,51,21,8,3,18,16,104,1
714,240,41,92,0.446,10,24,0.41700000000000004,12,17,0.706,11,37,48,24,3,5,11,18,104,1
715,240,41,94,0.436,13,33,0.39399999999999996,9,13,0.6920000000000001,4,32,36,22,8,3,12,15,104,-1
716,240,37,80,0.46299999999999997,12,33,0.364,18,24,0.75,9,33,42,23,9,2,21,24,104,-1
717,240,37,87,0.425,3,18,0.16699999999999998,27,34,0.794,12,35,47,18,5,4,13,23,104,-1
718,240,45,92,0.489,4,20,0.2,10,17,0.588,12,37,49,23,9,3,20,19,104,-1
719,240,43,86,0.5,11,24,0.45799999999999996,7,12,0.583,7,38,45,27,12,3,13,20,104,1
720,240,41,92,0.446,9,36,0.25,13,19,0.684,13,39,52,22,9,5,10,22,104,1
721,240,38,80,0.475,8,20,0.4,20,23,0.87,7,44,51,17,4,4,20,19,104,1
722,240,38,91,0.418,9,28,0.321,19,25,0.76,12,31,43,24,6,3,13,19,104,-1
723,240,38,97,0.392,5,27,0.185,23,28,0.821,14,31,45,18,7,3,14,16,104,-1
724,240,38,91,0.418,12,40,0.3,16,26,0.615,9,43,52,25,7,9,17,27,104,-1
725,240,39,94,0.415,7,25,0.28,19,31,0.613,14,37,51,20,7,7,12,25,104,1
726,240,34,85,0.4,7,19,0.368,29,39,0.7440000000000001,14,35,49,17,4,0,16,25,104,-1
727,240,41,86,0.47700000000000004,10,32,0.313,13,21,0.619,9,44,53,23,3,2,16,19,105,-1
728,240,42,95,0.442,7,23,0.304,14,20,0.7,16,35,51,19,3,4,11,15,105,-1
729,240,42,94,0.447,4,17,0.235,17,23,0.7390000000000001,12,32,44,20,9,2,7,18,105,-1
730,240,40,88,0.455,10,37,0.27,15,18,0.833,9,39,48,27,9,6,15,17,105,-1
731,240,43,88,0.489,8,27,0.29600000000000004,11,16,0.688,11,24,35,19,5,5,13,17,105,-1
732,240,39,89,0.43799999999999994,7,30,0.233,20,27,0.741,10,45,55,24,7,4,11,22,105,1
733,240,41,96,0.42700000000000005,11,41,0.268,12,17,0.706,12,33,45,23,6,1,12,21,105,-1
734,240,41,90,0.456,7,24,0.292,16,17,0.941,9,39,48,27,6,7,11,23,105,-1
735,240,38,88,0.43200000000000005,14,34,0.41200000000000003,15,21,0.7140000000000001,10,36,46,30,2,3,8,13,105,-1
736,240,39,84,0.46399999999999997,15,40,0.375,12,15,0.8,8,37,45,30,6,1,19,23,105,-1
737,240,39,93,0.419,12,39,0.308,15,19,0.789,12,25,37,24,12,5,13,16,105,-1
738,240,41,88,0.466,13,39,0.33299999999999996,10,12,0.833,7,36,43,27,7,6,13,20,105,-1
739,240,38,82,0.46299999999999997,14,39,0.359,15,26,0.5770000000000001,9,29,38,22,1,2,14,16,105,-1
740,240,34,82,0.415,9,31,0.29,28,31,0.903,6,39,45,23,6,6,12,22,105,1
741,240,33,87,0.379,12,33,0.364,27,35,0.7709999999999999,14,32,46,21,9,3,19,22,105,-1
742,240,38,84,0.452,11,25,0.44,18,24,0.75,11,39,50,19,6,9,12,22,105,1
743,240,35,95,0.368,12,42,0.28600000000000003,23,31,0.742,18,39,57,17,8,2,15,25,105,-1
744,240,38,91,0.418,10,38,0.263,19,24,0.792,7,33,40,22,2,6,12,21,105,-1
745,240,42,81,0.519,9,17,0.529,12,17,0.706,7,48,55,24,3,7,12,11,105,1
746,240,37,94,0.39399999999999996,5,26,0.192,26,30,0.867,11,36,47,16,11,6,11,26,105,-1
747,240,40,89,0.449,10,27,0.37,15,20,0.75,10,36,46,25,8,5,17,28,105,-1
748,240,37,95,0.389,9,26,0.34600000000000003,22,29,0.759,14,30,44,20,13,2,20,27,105,-1
749,240,40,89,0.449,7,22,0.318,18,20,0.9,5,31,36,24,7,3,9,17,105,-1
750,240,45,84,0.536,9,26,0.34600000000000003,6,10,0.6,6,37,43,31,8,5,10,13,105,1
751,240,37,79,0.46799999999999997,12,34,0.353,19,24,0.792,6,35,41,22,4,7,11,21,105,1
752,240,39,79,0.494,14,38,0.368,13,17,0.765,7,43,50,21,13,6,20,16,105,1
753,240,40,78,0.513,8,19,0.42100000000000004,17,21,0.81,5,35,40,26,6,3,13,20,105,1
754,240,42,89,0.47200000000000003,9,30,0.3,12,19,0.632,6,37,43,31,10,7,10,17,105,1
755,240,38,85,0.447,11,34,0.324,18,21,0.857,8,28,36,24,9,4,17,22,105,-1
756,240,43,92,0.467,7,23,0.304,12,16,0.75,14,35,49,26,7,4,21,20,105,-1
757,240,42,89,0.47200000000000003,12,37,0.324,9,12,0.75,10,29,39,29,8,3,12,14,105,-1
758,240,44,87,0.506,8,28,0.28600000000000003,9,14,0.643,9,30,39,28,5,5,20,23,105,-1
759,240,41,91,0.451,7,21,0.33299999999999996,16,22,0.727,10,33,43,29,8,7,14,27,105,-1
760,240,39,74,0.527,9,26,0.34600000000000003,18,26,0.6920000000000001,7,43,50,19,8,7,19,17,105,1
761,240,40,92,0.435,12,41,0.293,13,14,0.929,13,36,49,28,8,6,20,20,105,-1
762,240,44,93,0.473,10,28,0.35700000000000004,7,11,0.636,16,29,45,27,3,3,12,21,105,-1
763,240,41,83,0.494,13,30,0.433,10,12,0.833,11,25,36,26,9,6,9,19,105,1
764,240,37,86,0.43,10,31,0.32299999999999995,21,30,0.7,7,27,34,24,8,5,10,21,105,-1
765,240,36,84,0.429,11,38,0.289,22,24,0.917,9,41,50,21,2,5,15,20,105,1
766,240,37,88,0.42,11,30,0.36700000000000005,20,30,0.667,9,45,54,20,4,4,17,21,105,-1
767,240,43,94,0.457,4,17,0.235,15,20,0.75,12,32,44,24,8,4,14,19,105,-1
768,240,39,82,0.47600000000000003,11,25,0.44,16,20,0.8,5,39,44,18,7,2,18,23,105,-1
769,240,37,81,0.457,14,39,0.359,17,22,0.773,9,40,49,21,8,3,24,19,105,1
770,240,39,91,0.429,9,31,0.29,18,22,0.818,11,35,46,18,6,4,13,17,105,-1
771,240,43,97,0.44299999999999995,9,30,0.3,10,12,0.833,16,41,57,24,12,6,17,25,105,1
772,240,38,90,0.42200000000000004,14,38,0.368,15,23,0.652,6,32,38,20,5,4,15,27,105,-1
773,240,41,88,0.466,12,30,0.4,11,17,0.647,6,27,33,28,8,0,12,20,105,-1
774,240,35,73,0.479,13,37,0.35100000000000003,22,25,0.88,6,30,36,23,5,2,14,22,105,1
775,240,42,94,0.447,11,34,0.324,10,13,0.769,14,36,50,29,9,7,17,19,105,-1
776,240,39,77,0.506,9,28,0.321,18,23,0.7829999999999999,11,29,40,22,11,6,14,17,105,1
777,240,40,91,0.44,7,16,0.43799999999999994,18,22,0.818,10,30,40,25,12,7,12,23,105,-1
778,265,35,89,0.39299999999999996,11,35,0.314,24,29,0.828,6,35,41,25,9,7,15,19,105,-1
779,240,40,89,0.449,19,46,0.413,6,7,0.857,6,37,43,32,7,6,18,20,105,1
780,240,39,89,0.43799999999999994,11,32,0.344,16,23,0.696,12,29,41,17,7,2,10,19,105,-1
781,240,38,86,0.442,14,28,0.5,15,20,0.75,11,32,43,22,5,4,15,13,105,1
782,240,38,87,0.43700000000000006,12,43,0.27899999999999997,17,21,0.81,13,30,43,27,9,4,21,27,105,-1
783,240,44,90,0.489,7,22,0.318,10,11,0.909,7,25,32,25,7,5,16,19,105,-1
784,240,39,88,0.44299999999999995,8,32,0.25,19,24,0.792,7,34,41,15,11,6,14,22,105,-1
785,240,39,86,0.45299999999999996,10,28,0.35700000000000004,17,20,0.85,9,32,41,24,4,4,13,18,105,-1
786,240,39,95,0.41100000000000003,10,30,0.33299999999999996,17,24,0.708,15,39,54,26,6,9,18,20,105,1
787,240,39,102,0.382,13,34,0.382,14,15,0.9329999999999999,15,31,46,18,3,2,3,22,105,-1
788,240,41,89,0.461,8,23,0.348,15,20,0.75,7,34,41,19,2,10,7,22,105,-1
789,240,42,88,0.47700000000000004,8,23,0.348,13,18,0.722,6,25,31,27,10,5,15,26,105,-1
790,240,42,89,0.47200000000000003,13,31,0.419,8,9,0.889,11,32,43,33,2,7,14,20,105,-1
791,240,37,88,0.42,8,30,0.267,23,27,0.852,11,39,50,17,6,3,17,28,105,-1
792,240,35,91,0.385,10,28,0.35700000000000004,25,30,0.833,14,42,56,18,4,8,11,23,105,1
793,240,40,96,0.41700000000000004,15,30,0.5,10,16,0.625,16,28,44,25,10,5,16,17,105,-1
794,240,39,97,0.402,9,28,0.321,18,20,0.9,12,24,36,14,10,1,3,19,105,-1
795,240,42,97,0.433,11,37,0.297,10,14,0.7140000000000001,12,43,55,21,7,5,15,20,105,1
796,240,37,87,0.425,16,44,0.364,16,23,0.696,10,42,52,18,3,2,13,19,106,1
797,240,44,94,0.46799999999999997,8,27,0.29600000000000004,10,14,0.7140000000000001,15,27,42,24,7,3,11,22,106,-1
798,240,39,80,0.488,9,28,0.321,19,25,0.76,3,33,36,24,4,1,15,21,106,-1
799,240,39,90,0.433,6,32,0.188,22,27,0.815,11,28,39,21,5,4,17,20,106,-1
800,240,39,104,0.375,14,33,0.424,14,23,0.609,16,34,50,27,13,4,8,22,106,-1
801,240,37,96,0.385,9,36,0.25,23,32,0.7190000000000001,19,40,59,21,8,9,16,26,106,-1
802,240,39,88,0.44299999999999995,10,28,0.35700000000000004,18,29,0.621,9,40,49,23,6,7,13,21,106,-1
803,240,37,79,0.46799999999999997,13,32,0.406,19,21,0.905,8,30,38,24,8,9,18,23,106,1
804,240,38,86,0.442,14,30,0.467,16,20,0.8,8,36,44,24,11,5,18,28,106,-1
805,240,42,85,0.494,12,32,0.375,10,10,1.0,12,32,44,28,7,2,15,20,106,1
806,240,42,85,0.494,8,23,0.348,14,17,0.8240000000000001,12,48,60,25,4,7,22,18,106,1
807,240,38,89,0.42700000000000005,16,41,0.39,14,15,0.9329999999999999,7,32,39,23,4,4,12,20,106,-1
808,240,38,87,0.43700000000000006,7,23,0.304,23,30,0.767,13,39,52,24,10,3,13,26,106,1
809,240,42,89,0.47200000000000003,10,34,0.294,12,16,0.75,10,32,42,22,6,3,14,15,106,-1
810,240,42,93,0.452,13,32,0.406,9,12,0.75,10,34,44,21,4,2,12,16,106,-1
811,240,41,92,0.446,9,26,0.34600000000000003,15,22,0.682,6,35,41,31,3,3,7,18,106,-1
812,240,33,90,0.36700000000000005,9,32,0.281,31,36,0.861,11,28,39,20,10,6,11,31,106,-1
813,240,37,82,0.451,7,26,0.26899999999999996,25,35,0.7140000000000001,12,39,51,23,5,4,15,13,106,1
814,240,40,88,0.455,12,41,0.293,14,15,0.9329999999999999,4,35,39,18,8,5,15,28,106,-1
815,240,38,84,0.452,12,31,0.387,18,26,0.6920000000000001,11,41,52,21,9,9,14,22,106,1
816,240,38,86,0.442,9,31,0.29,21,29,0.7240000000000001,10,42,52,22,7,3,10,14,106,1
817,240,36,96,0.375,12,38,0.316,22,25,0.88,17,35,52,21,6,3,14,16,106,-1
818,240,39,94,0.415,13,41,0.317,15,16,0.938,6,27,33,26,9,1,13,21,106,-1
819,240,39,87,0.44799999999999995,9,29,0.31,19,20,0.95,16,39,55,26,4,4,17,23,106,-1
820,240,42,89,0.47200000000000003,11,34,0.324,11,16,0.688,8,33,41,27,6,4,10,15,106,-1
821,240,39,84,0.46399999999999997,12,33,0.364,16,18,0.889,8,39,47,26,6,5,16,24,106,1
822,240,39,80,0.488,9,28,0.321,19,28,0.679,8,28,36,29,8,5,14,24,106,1
823,240,37,81,0.457,14,36,0.389,18,30,0.6,9,34,43,24,8,6,10,25,106,1
824,240,38,82,0.46299999999999997,8,21,0.381,22,29,0.759,5,45,50,27,3,4,16,14,106,1
825,240,37,94,0.39399999999999996,13,40,0.325,19,25,0.76,16,31,47,25,9,8,11,19,106,1
826,240,36,88,0.409,13,38,0.342,21,27,0.778,9,30,39,19,9,4,16,22,106,-1
827,240,38,92,0.413,12,39,0.308,18,23,0.7829999999999999,10,35,45,28,2,5,9,22,106,-1
828,240,38,81,0.469,10,34,0.294,20,29,0.69,9,39,48,21,5,6,13,25,106,1
829,240,41,99,0.414,14,40,0.35,10,17,0.588,11,37,48,24,7,11,11,19,106,-1
830,240,40,87,0.46,5,24,0.20800000000000002,21,24,0.875,10,38,48,22,7,8,17,20,106,-1
831,240,40,89,0.449,13,40,0.325,13,17,0.765,10,33,43,26,8,6,15,17,106,-1
832,240,39,88,0.44299999999999995,14,39,0.359,14,16,0.875,8,29,37,22,8,5,17,18,106,-1
833,240,37,86,0.43,8,27,0.29600000000000004,24,31,0.774,17,29,46,23,12,3,24,20,106,-1
834,240,41,84,0.488,12,33,0.364,12,14,0.857,4,40,44,24,5,3,13,20,106,1
835,240,43,91,0.473,10,24,0.41700000000000004,10,13,0.769,14,45,59,25,7,2,17,22,106,1
836,240,40,93,0.43,8,22,0.364,18,23,0.7829999999999999,11,42,53,20,5,5,8,21,106,1
837,240,39,83,0.47,6,26,0.231,22,33,0.667,8,41,49,31,7,5,10,20,106,1
838,240,37,79,0.46799999999999997,13,30,0.433,19,23,0.826,10,33,43,19,8,2,16,16,106,1
839,240,37,80,0.46299999999999997,14,37,0.37799999999999995,18,19,0.9470000000000001,11,35,46,25,8,4,24,20,106,1
840,240,42,93,0.452,11,34,0.324,11,18,0.611,10,34,44,35,12,4,13,19,106,-1
841,240,33,72,0.45799999999999996,16,31,0.516,24,34,0.706,11,30,41,28,5,3,22,23,106,-1
842,240,41,94,0.436,11,27,0.40700000000000003,13,14,0.929,9,34,43,21,7,7,12,18,106,-1
843,240,40,93,0.43,15,42,0.35700000000000004,11,16,0.688,9,42,51,33,9,11,18,23,106,1
844,265,43,98,0.439,11,35,0.314,9,13,0.6920000000000001,16,44,60,22,8,2,20,28,106,1
845,240,39,91,0.429,14,46,0.304,14,21,0.667,11,34,45,26,7,4,18,17,106,-1
846,240,40,89,0.449,11,28,0.39299999999999996,15,24,0.625,15,34,49,32,9,2,20,14,106,1
847,240,39,80,0.488,7,26,0.26899999999999996,21,25,0.84,6,36,42,15,5,5,12,19,106,1
848,240,40,93,0.43,11,33,0.33299999999999996,15,24,0.625,13,33,46,22,10,4,13,24,106,1
849,240,41,86,0.47700000000000004,14,29,0.483,10,15,0.667,10,31,41,32,2,3,15,21,106,-1
850,240,44,91,0.484,10,33,0.303,8,13,0.615,7,32,39,24,8,5,18,24,106,1
851,240,41,95,0.43200000000000005,13,37,0.35100000000000003,11,13,0.846,10,34,44,25,11,4,19,23,106,-1
852,265,44,85,0.518,8,31,0.258,10,16,0.625,8,40,48,27,10,6,23,20,106,-1
853,240,40,81,0.494,11,29,0.379,15,24,0.625,11,29,40,22,6,1,19,28,106,-1
854,240,41,86,0.47700000000000004,13,33,0.39399999999999996,11,18,0.611,7,35,42,19,5,5,17,25,106,-1
855,240,37,85,0.435,16,36,0.444,16,22,0.727,8,26,34,21,5,7,14,16,106,-1
856,240,41,97,0.423,9,28,0.321,15,18,0.833,14,27,41,21,5,5,12,14,106,-1
857,240,40,100,0.4,17,45,0.37799999999999995,10,19,0.526,9,39,48,25,2,3,11,28,107,-1
858,240,41,92,0.446,13,36,0.361,12,19,0.632,9,35,44,29,7,7,7,14,107,1
859,240,39,93,0.419,11,39,0.282,18,24,0.75,13,41,54,18,4,6,12,17,107,1
860,240,36,89,0.40399999999999997,9,36,0.25,26,32,0.813,13,39,52,25,7,0,13,14,107,-1
861,240,38,87,0.43700000000000006,10,37,0.27,21,27,0.778,13,36,49,21,4,8,19,17,107,-1
862,240,39,82,0.47600000000000003,18,36,0.5,11,14,0.7859999999999999,7,31,38,25,2,2,12,22,107,-1
863,240,42,91,0.462,11,27,0.40700000000000003,12,12,1.0,11,33,44,23,6,0,16,22,107,-1
864,240,41,89,0.461,11,30,0.36700000000000005,14,14,1.0,12,23,35,24,10,6,15,20,107,-1
865,240,44,91,0.484,5,27,0.185,14,18,0.778,8,35,43,28,4,4,12,16,107,-1
866,240,42,85,0.494,13,41,0.317,10,15,0.667,7,36,43,22,13,0,17,18,107,1
867,240,35,87,0.402,16,38,0.42100000000000004,21,29,0.7240000000000001,11,36,47,23,7,3,18,22,107,-1
868,240,40,87,0.46,8,24,0.33299999999999996,19,24,0.792,13,33,46,22,10,5,15,20,107,-1
869,240,39,81,0.48100000000000004,12,29,0.414,17,22,0.773,4,27,31,21,11,9,13,25,107,1
870,240,38,85,0.447,15,34,0.441,16,18,0.889,9,34,43,22,11,6,10,23,107,1
871,240,35,88,0.39799999999999996,11,29,0.379,26,34,0.765,9,37,46,23,9,9,13,19,107,-1
872,240,36,83,0.434,14,43,0.326,21,23,0.9129999999999999,9,35,44,20,7,2,13,15,107,1
873,265,37,96,0.385,14,39,0.359,19,24,0.792,18,32,50,22,8,3,16,28,107,-1
874,240,42,94,0.447,10,35,0.28600000000000003,13,17,0.765,11,35,46,26,12,3,12,18,107,1
